Date,SPY
2005-03-30,118.199997
2005-03-31,118.459999
2005-04-01,118.989998
2005-04-04,117.860001
2005-04-05,118.379997
2005-04-06,118.949997
2005-04-07,119.260002
2005-04-08,119.209999
2005-04-11,118.41999799999999
2005-04-12,119.059998
2005-04-13,118.800003
2005-04-14,117.5
2005-04-15,116.199997
2005-04-18,114.959999
2005-04-19,115.529999
2005-04-20,115.629997
2005-04-21,116.209999
2005-04-22,116.5
2005-04-25,116.5
2005-04-26,116.769997
2005-04-27,116.07
2005-04-28,115.68
2005-04-29,115.870003
2005-05-02,116.410004
2005-05-03,116.849998
2005-05-04,117.75
2005-05-05,118.0
2005-05-06,117.989998
2005-05-09,118.08000200000001
2005-05-10,117.5
2005-05-11,117.400002
2005-05-12,117.589996
2005-05-13,116.620003
2005-05-16,116.839996
2005-05-17,117.699997
2005-05-18,119.08000200000001
2005-05-19,119.410004
2005-05-20,119.389999
2005-05-23,120.040001
2005-05-24,119.83000200000001
2005-05-25,119.870003
2005-05-26,120.209999
2005-05-27,120.25
2005-05-31,120.16999799999999
2005-06-01,120.91999799999999
2005-06-02,120.839996
2005-06-03,120.889999
2005-06-06,120.199997
2005-06-07,121.25
2005-06-08,120.589996
2005-06-09,120.58000200000001
2005-06-10,120.650002
2005-06-13,121.08000200000001
2005-06-14,121.199997
2005-06-15,121.239998
2005-06-16,121.639999
2005-06-17,121.900002
2005-06-20,121.839996
2005-06-21,121.650002
2005-06-22,121.940002
2005-06-23,121.599998
2005-06-24,120.010002
2005-06-27,119.410004
2005-06-28,120.239998
2005-06-29,120.400002
2005-06-30,120.32
2005-07-01,119.800003
2005-07-05,120.650002
2005-07-06,120.650002
2005-07-07,119.949997
2005-07-08,121.32
2005-07-11,122.099998
2005-07-12,122.629997
2005-07-13,122.519997
2005-07-14,123.440002
2005-07-15,123.040001
2005-07-18,122.629997
